0.2,6.58987,0.163219
0.4,6.17523,0.0154688
0.6,5.77367,-0.0262437
0.8,5.53288,0.0302992
1,5.20445,-0.0437331
1.2,4.9488,0.0343819
1.4,4.74568,-0.0566556
1.6,4.59455,0.0532889
1.8,4.37718,-0.0710294
2,4.24069,0.0343239
2.2,4.1072,-0.0251282
2.4,3.95809,0.0403161
2.6,3.8537,-0.0459892
2.8,3.72777,0.0451136
3,3.62323,-0.0168911
3.2,3.50919,0.0462759
3.4,3.4375,-0.0198666
3.6,3.32129,0.00649512
3.8,3.26307,-0.0166519
4,3.19682,-0.0200419
4.2,3.06772,0.038358
4.4,3.01328,-0.0192434
4.6,2.94731,0.00772357
4.8,2.87647,0.00906098
5,2.85328,0.00454116
5.2,2.76012,-0.000528812
5.4,2.67303,0.0105909
5.6,2.62404,0.0348164
5.8,2.54338,-0.00990987
6,2.51728,-0.01011
6.2,2.43431,-0.0135257
6.4,2.40786,-0.0123322
6.6,2.36337,-0.0216647
6.8,2.31392,0.00285649
7,2.26041,-0.0392756
7.2,2.22681,0.00962031
7.4,2.20603,-0.00621474
7.6,2.15848,0.00342834
7.8,2.09791,0.0427567
8,2.0441,0.00945324
8.2,2.00625,0.000981688
8.4,1.97303,-0.0281138
8.6,1.93706,-0.0134096
8.8,1.90809,0.0269303
9,1.86318,0.00135177
9.2,1.86172,0.0165014
9.4,1.82445,0.00923103
9.6,1.77497,-0.0400309
9.8,1.77329,0.0131384
10,1.69405,-0.0228421
10.2,1.6902,-0.0280321
10.4,1.63657,0.0138866
10.6,1.64268,-0.0147907
10.8,1.63701,0.0161665
11,1.60213,-0.00986439
11.2,1.58496,0.00298768
11.4,1.54351,-0.0337821
11.6,1.53051,0.000256956
11.8,1.5055,-0.00265902
12,1.48678,0.0113934
12.2,1.43297,0.0101786
12.4,1.446,-0.00439531
12.6,1.40583,0.00525862
12.8,1.38758,-0.0121641
13,1.36631,0.0329599
13.2,1.37104,0.00173408
13.4,1.31486,-0.0142288
13.6,1.31727,0.0163015
13.8,1.28795,-0.0157259
14,1.25424,-0.00155956
14.2,1.28745,0.00941831
14.4,1.25474,-0.0180917
14.6,1.22547,-0.00603783
14.8,1.21208,-0.00897169
15,1.1846,-0.0115661
15.2,1.1934,-0.0225803
15.4,1.15382,-0.000640929
15.6,1.13406,-0.00282133
15.8,1.14403,0.0328212
16,1.10972,-0.00601578
16.2,1.08509,-0.0241757
16.4,1.12288,-0.0275117
16.6,1.08407,-0.00658178
16.8,1.08463,0.00394404
17,1.0756,0.000986934
17.2,1.04014,0.01211
17.4,1.01857,-0.0176862
17.6,1.01897,0.00499195
17.8,0.993107,0.000254482
18,0.999524,-0.00973809
18.2,0.955574,-0.00990108
18.4,0.967961,-0.0157774
